TransactionId,PropertyType,County
{185DC890-5470-40D0-A440-1AB4130A252C},S,WEST MIDLANDS
{844575D6-DC04-46C6-B844-1AB4182AD604},S,HERTFORDSHIRE
{0A2DF525-2346-45D1-970D-1AB421E52116},T,GREATER MANCHESTER
{911A0899-AF6D-4F4F-B4CE-21D39523E14A},D,SURREY
{F7920B48-E0A6-466B-B129-1E426CEF0545},T,TYNE AND WEAR
{DE5777DE-40A4-458A-8311-171CF624BD18},F,NORTHUMBERLAND
{721DB3E5-AE20-409D-B829-171D1FB13300},F,GREATER LONDON
{2E93FB1E-F152-4B9B-946B-171D256646D4},T,NOTTINGHAMSHIRE
{53A03466-276D-4D5E-B965-2568C1CFB759},T,LEICESTERSHIRE
{B9B79D21-A057-4D38-B58A-2568D1B3FA21},T,LANCASHIRE
{CBF653BF-646B-4AA0-A64A-2568D7914145},S,GWYNEDD
{BCACCF15-F961-4C34-BEE5-1AB42EDD1382},T,GREATER LONDON
{9369B43E-950F-4873-881E-1AB45FDB73A3},F,SURREY
{2D5AE0CC-145D-4CE1-BA23-1AB46DFA3F90},T,NOTTINGHAMSHIRE
{B66272D3-21E8-48E8-8CE9-21D3D236A350},D,GREATER MANCHESTER
{DECF33C9-2CB5-422E-A74B-1E42A39F21B1},S,GREATER LONDON
{EA21EC53-9E18-40D3-88F5-1E42A4977A1B},D,RUTLAND
{BF56E16E-CE74-4CC6-B604-171D33258AA4},F,WEST MIDLANDS
{72044A1D-50B9-42C2-9506-171D56A5FCA1},S,HERTFORDSHIRE
{CEBE520D-C278-4DAF-8A51-171D5E367EB2},S,CHESHIRE
{5972A358-F354-44D8-ADE6-171D6D38E613},S,SURREY
{772E07E1-B0A3-45F6-A523-171D6D98DA61},S,OXFORDSHIRE
{D8967518-C8C8-433B-AA36-21D404848FB0},S,GREATER MANCHESTER
{E4EEE114-ED1A-4EB8-9625-21D4085064CA},S,SHROPSHIRE
{751E174E-E29E-4584-A6CD-21D40CF31095},S,DERBYSHIRE
{E297FBE6-F0C6-42D4-B32D-21D41297627D},T,SWANSEA
{72E95907-D811-4D98-BA77-21D419279737},D,GWENT
{C806A114-B768-4F06-ACDA-5545703EC20A},D,CUMBRIA
{00DCD668-6E34-4A5D-B0B0-58B82FF43750},T,MIDDLESBROUGH
{97A681C5-0E72-42BD-83EA-5192A038B4CD},S,ESSEX
{2FF14374-AAE7-4E66-B88D-5192B44A7B35},T,MERSEYSIDE
{2EF3A6D0-C1F0-4C12-AA89-4E10594075E0},S,LEICESTER
{240C1DBC-128E-47EB-A72A-5C4EB89DD392},S,LANCASHIRE
{4917EF49-C306-483A-A21E-5C4ECAD0392E},D,GREATER LONDON
{34A73C3C-FBA2-4996-8D34-5C4EDE6F0A40},T,HAMPSHIRE
{0EF98A27-E52D-4D30-B324-5C4EECB71BC7},S,LEICESTERSHIRE
{05F271F7-04AC-4D4F-B799-5C4EF32B499C},T,GREATER MANCHESTER
{F6255BDB-AD21-4A20-A1A7-5545800DFEA6},S,THURROCK
{5777FBDD-1BC4-4C78-8871-5545AA940D31},T,SOMERSET
{02FBC26E-4E67-4388-A34A-58B86B0439ED},T,KENT
{40F7FEBB-2F18-40E7-8D8F-58B86F7BD6E1},S,GREATER MANCHESTER
{2F9EE0C0-32F4-4A2F-8C37-58B886025F24},F,GREATER LONDON
{7C69C52A-86A4-432B-9430-5192CEC925F3},T,WEST YORKSHIRE
{56B0BA96-946A-4777-AEE7-5192DA14909C},S,CAMBRIDGESHIRE
{D11E2611-04DB-42E2-9445-4E10A9CF2A75},F,GREATER LONDON
{35E63000-9F06-4306-9C58-4E10D2A9B203},D,EAST SUSSEX
{2DB8949C-3EDC-492F-972C-4E10D55DF0EA},T,WEST YORKSHIRE
{BA3158C7-3BC5-4439-A8C0-5C4F09064A29},S,NORFOLK
{82907EA3-05CD-41EF-A781-5C4F09D4A356},T,WILTSHIRE
{8B79B681-A8BB-4501-BD0B-5C4F1ACBD7B9},S,WEST MIDLANDS
{1CF67B87-388F-48B4-AFFA-5C4F1CCF5858},S,CAMBRIDGESHIRE
{949C2CF4-0707-44F0-A0E0-5C4F228E6712},S,WEST MIDLANDS
{C74B82AE-CAAD-4899-A5A1-5545DF406BA9},T,GREATER LONDON
{7D1946EB-2682-4E99-B02D-58B8A6CED287},S,DURHAM
{787E6B26-92FD-4F6E-B33E-51930D5E67D2},S,WEST YORKSHIRE
{631277EB-B337-451B-BEAA-51931547E966},F,GREATER LONDON
{B4327D25-8213-42CE-8751-519319C89586},D,HERTFORDSHIRE
{784BA36B-D2F5-4B99-A471-4E1105484B5F},T,GREATER MANCHESTER
{26D6A296-3A12-423E-976C-5C4F46D4BEDF},T,WEST YORKSHIRE
{3AE33AFC-9012-4545-B6FD-5C4F66518728},T,GREATER LONDON
{96013661-D8BA-42F6-95C4-5C4F69DEF227},T,DYFED
{ABB5AB44-46EE-4580-A005-55462FC3E6ED},S,DORSET
{1BA0AC0D-F842-4FBB-B6E4-58B8DB25AF56},D,CORNWALL
{615FD12A-5115-45AE-AAB3-58B8F2071723},S,DORSET
{A7A511C1-7795-4757-BBB0-58B9116BC3F7},S,HERTFORDSHIRE
{4429297B-50BD-45FE-A951-5193506F1DC3},D,LEICESTERSHIRE
{B96989EE-3236-45BE-902C-51935205EA6D},F,GREATER LONDON
{E7CF4175-84A1-4B48-9C52-51935D10D25A},S,WEST SUSSEX
{88C314ED-A5F1-4751-B06A-51936132CF19},D,CORNWALL
{30AFF6A3-0198-497D-8009-4E11563CAA38},F,SURREY
{0FD637D1-DEEF-4916-A5C5-5C4F86D28188},S,MID GLAMORGAN
{EC565DDE-71FB-4FA0-8965-554637983F46},D,DEVON
{3168E5C2-59ED-4BC0-9826-55464F7D59AC},T,WEST MIDLANDS
{F4765BC6-1A60-4192-989B-55465EA62ADD},D,WEST SUSSEX
{8D03A7F1-9DA1-44E6-9289-519381F5A38B},D,GLOUCESTERSHIRE
{765AF3B9-6B5C-4270-A7C9-519388239C8E},D,CAMBRIDGESHIRE
{6031B3D0-CD67-4D5C-A5EE-4E116D883DCD},S,WEST MIDLANDS
{0A000A59-1293-40F0-98BD-4E11873AA2B2},S,DORSET
{BBDD5D76-D9AB-43CC-B28F-5C4FC8AB96BC},T,EAST SUSSEX
{013E23C9-986E-4845-9B64-5C4FD9B96F93},D,SUFFOLK
{541D28C1-BFAC-4527-974C-5C4FDAE1D707},S,LEICESTERSHIRE
{09F94237-F986-4FD2-A602-55467A46FA35},D,POOLE
{6BFEDDDE-4887-4A6E-9CF4-5546973F961E},S,TYNE AND WEAR
{B11E927B-F11B-4ADC-AB3E-55469F348E10},S,TYNE AND WEAR
{75C1202B-BBB1-4B08-9CC7-5546AD2ABE44},D,PEMBROKESHIRE
{DA8DB427-C1BB-44AE-BFB7-5193E85AC5C6},T,HUMBERSIDE
{6CB96D10-49DF-49CD-BB43-4E11AFA63251},D,SUFFOLK
{A240FF42-7344-44E3-993C-4E11D2E8C20A},T,WEST MIDLANDS
{71C1B5C1-83AE-4C82-860E-5C4FFAC9ED23},T,GREATER LONDON
{5875DA88-B043-4E68-B77C-5C501C568128},D,KENT
{B34A39E4-0C1E-47AA-B6BE-5546C14F4A77},T,KENT
{2C7A0AC1-EFEF-43ED-8FCD-5546C8029E09},T,CAMBRIDGESHIRE
{BAAE9C72-64BA-4730-AAE4-5546E227889B},S,READING
{61EA3F76-234D-43B7-A0E2-5546E3ACF6F2},D,GREATER LONDON
{0C2BF73F-D949-4931-99E1-58B9BC216402},D,BEDFORDSHIRE
{C424F75F-E705-4333-A112-58B9E5E177CD},T,DURHAM
{52BD416D-0B22-43BB-B717-5194393ECF32},T,NORTHUMBERLAND
{1C89BD9F-7B7F-4AEF-91E1-51943B67960C},F,GREATER LONDON
{80F38C1C-B6D4-40C3-BA62-4E11E6F353C9},S,GREATER LONDON
{136393CF-839C-4300-B8E3-4E1202850DBF},D,NORTHUMBERLAND
{4DCE2EB6-3F95-4EB3-8032-5C50402CEEF5},S,CUMBRIA
{D878E6FD-5449-4C02-A0DB-5C504B2101D8},T,STAFFORDSHIRE
{84B49C1C-4C7D-44C8-99DD-5C506B09202E},S,MERSEYSIDE
{FD4115DD-00D5-4FFD-B5DD-5546F77989F2},T,GREATER LONDON
{0E88B098-796A-4368-817B-55470FDA18BC},S,WARWICKSHIRE
{DE96FA8C-6C3B-474A-B224-5547198EF1AD},S,MERSEYSIDE
{3A8055E0-5BD8-4D80-8141-55472B07A1EB},T,ESSEX
{984871EF-1633-47E2-8933-58BA077E49D6},T,BEDFORDSHIRE
{485F1E99-6787-4A9F-9B3F-58BA0CA7F073},T,ESSEX
{9535C150-42D2-43D8-BB28-58BA3530DB8D},D,MERSEYSIDE
{88328F0C-0A19-418B-AB2B-519441FC45E1},S,GLOUCESTERSHIRE
{431C9B4C-DBBD-47E7-BF7A-5194669F9EE9},D,SUFFOLK
{BB12E105-7EA5-4853-B426-5C507D323C45},S,WARWICKSHIRE
{077D9214-BFB1-4B29-B554-49585C11767C},T,CORNWALL
{479E489E-FCCE-4790-92F1-495867B72AE4},D,STAFFORDSHIRE
{C645771F-1B50-4FE9-8AF6-4958888EDB23},T,STOKE-ON-TRENT
